cache_policy_short	cache_percentage	batch_size	unsupervised	dataset_short	sample_type_short	pipeline	Step(average) L1 sample	Step(average) L1 recv	Step(average) L2 feat copy	Step(average) L1 train total	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate	train_process_time	epoch_time:train_total	epoch_time:copy_time
Rep_2	55.000000	8000	False	TW	3HopRnd	False	0.004384	0.001477	0.008989	0.025415	0.002177	0.000002	0.002883	95.802858	0.000000	4.197142	1.000000	0.000000	0.000000	305.538011	0.000000	10.107744	0.665156	0.000000	0.029141	0.550000	0.000000	0.550000	0.3229	0.228700	0.094200
Coll_2	55.000000	8000	False	TW	3HopRnd	False	0.004396	0.001449	0.004783	0.025588	0.002168	0.000714	0.000095	95.396956	4.490066	0.112978	0.993297	0.006697	0.000006	305.386179	43.644411	8.253599	0.662077	0.031162	0.000784	0.549779	0.438221	0.988000	0.2864	0.230300	0.056100
Cliq_2	65.000000	8000	False	TW	3HopRnd	False	0.004380	0.001456	0.020633	0.025094	0.000781	0.018109	0.000001	33.342668	66.657332	0.000000	0.333333	0.666667	0.000000	297.770286	25.673526	0.000000	0.232559	0.464922	0.000000	0.333333	0.666667	1.000000	0.4246	0.225800	0.198800
Rep_2	65.000000	8000	False	TW	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	1.000000	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	0.650000	0.000000	0.650000	nan	nan	nan
Coll_2	65.000000	8000	False	TW	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.999811	0.000189	0.000000	nan	nan	nan	nan	0.000000	nan	0.649002	0.350998	1.000000	nan	nan	nan
Cliq_2	0	8000	False	PA	3HopRnd	False	0.003945	0.001170	0.028646	0.055068	0	0	0.028646	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.379718	0.000000	0.000000	0.268691	0	0	0	2.2071	1.431800	0.775300
Rep_2	0	8000	False	PA	3HopRnd	False	0.003992	0.001178	0.028643	0.054936	0	0	0.028643	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.394679	0.000000	0.000000	0.269092	0	0	0	2.2037	1.428300	0.775400
Coll_2	0	8000	False	PA	3HopRnd	False	0.003985	0.001180	0.028647	0.054593	0	0	0.028647	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.399844	0.000000	0.000000	0.269277	0	0	0	2.1950	1.419400	0.775600
Cliq_2	1.000000	8000	False	PA	3HopRnd	False	0.003961	0.001177	0.012968	0.022204	0.000271	0.006446	0.002275	30.651369	61.299107	8.049524	0.308406	0.616811	0.074783	304.211831	25.577575	9.516655	0.082441	0.164873	0.021650	0.010000	0.020000	0.030000	0.9452	0.577300	0.367900
Rep_2	1.000000	8000	False	PA	3HopRnd	False	0.003921	0.001179	0.018551	0.022617	0.000628	0.000003	0.007776	72.520744	0.000000	27.479256	0.728531	0.000000	0.271469	311.240421	0.000000	9.524498	0.195459	0.000000	0.074063	0.010000	0.000000	0.010000	1.1011	0.588000	0.513100
Coll_2	1.000000	8000	False	PA	3HopRnd	False	0.003956	0.001179	0.008813	0.022540	0.000256	0.001874	0.002467	28.980394	62.253101	8.766505	0.291330	0.625618	0.083052	303.916931	89.182981	9.539990	0.077803	0.167129	0.023535	0.009960	0.018221	0.028181	0.8459	0.586000	0.259900
Cliq_2	2.000000	8000	False	PA	3HopRnd	False	0.004163	0.001189	0.010767	0.022839	0.000287	0.006853	0.000665	32.551224	65.113327	2.335449	0.328557	0.657115	0.014328	305.422474	25.586137	9.457237	0.087656	0.175342	0.006289	0.020000	0.040000	0.060000	0.9048	0.593800	0.311000
Rep_2	2.000000	8000	False	PA	3HopRnd	False	0.003907	0.001172	0.010245	0.022559	0.000740	0.000002	0.003850	86.309718	0.000000	13.690282	0.867575	0.000000	0.132425	313.991237	0.000000	9.572849	0.232354	0.000000	0.036855	0.020000	0.000000	0.020000	0.8835	0.586500	0.297000
Coll_2	2.000000	8000	False	PA	3HopRnd	False	0.003941	0.001175	0.005694	0.022477	0.000609	0.000765	0.001336	71.305074	23.954815	4.740111	0.715868	0.243211	0.040921	314.793078	84.188623	9.539027	0.191709	0.064404	0.012744	0.019745	0.022268	0.042013	0.7631	0.584400	0.178700
Cliq_2	3.000000	8000	False	PA	3HopRnd	False	0.003932	0.001181	0.009313	0.022326	0.000291	0.006944	0.000303	33.005908	65.975570	1.018522	0.333333	0.666667	0.000000	305.586877	25.598201	9.056570	0.088926	0.177754	0.002744	0.030000	0.060000	0.090000	0.8535	0.580500	0.273000
Rep_2	3.000000	8000	False	PA	3HopRnd	False	0.003947	0.001188	0.006975	0.022567	0.000788	0.000002	0.002265	91.924473	0.000000	8.075527	0.925196	0.000000	0.074803	313.739293	0.000000	9.588852	0.247227	0.000000	0.021719	0.030000	0.000000	0.030000	0.7991	0.586700	0.212400
Coll_2	3.000000	8000	False	PA	3HopRnd	False	0.004057	0.001186	0.003886	0.022762	0.000698	0.000521	0.000550	81.903033	16.179408	1.917559	0.822827	0.166880	0.010292	315.522027	83.504529	9.375000	0.220234	0.043506	0.005156	0.029986	0.036000	0.065986	0.7238	0.591800	0.132000
Cliq_2	4.000000	8000	False	PA	3HopRnd	False	0.003956	0.001258	0.009484	0.022772	0.000291	0.006937	0.000277	33.008650	66.057280	0.934070	0.333333	0.666667	0.000000	304.781465	25.586022	9.060526	0.088691	0.177490	0.002510	0.040000	0.080000	0.120000	0.8715	0.592100	0.279400
Rep_2	4.000000	8000	False	PA	3HopRnd	False	0.003921	0.001173	0.005229	0.022546	0.000814	0.000002	0.001449	94.841991	0.000000	5.158009	0.955644	0.000000	0.044357	313.243819	0.000000	9.570178	0.254980	0.000000	0.013867	0.040000	0.000000	0.040000	0.7528	0.586200	0.166600
Coll_2	4.000000	8000	False	PA	3HopRnd	False	0.003941	0.001182	0.003163	0.022578	0.000762	0.000323	0.000322	89.327432	9.587898	1.084670	0.899236	0.100170	0.000594	315.575787	79.908814	9.068080	0.240469	0.025811	0.002920	0.039876	0.041132	0.081008	0.7001	0.587000	0.113100
Cliq_2	6.000000	8000	False	PA	3HopRnd	False	0.003969	0.001192	0.009222	0.022283	0.000292	0.006951	0.000253	33.053923	66.096959	0.849118	0.333333	0.666667	0.000000	304.640679	25.590686	9.032238	0.088955	0.177881	0.002285	0.060000	0.120000	0.180000	0.8503	0.579400	0.270900
Rep_2	6.000000	8000	False	PA	3HopRnd	False	0.003934	0.001185	0.003632	0.022544	0.000842	0.000002	0.000666	97.658935	0.000000	2.341065	0.985667	0.000000	0.014333	313.033514	0.000000	9.487026	0.263574	0.000000	0.006318	0.060000	0.000000	0.060000	0.7115	0.586100	0.125400
Coll_2	6.000000	8000	False	PA	3HopRnd	False	0.003925	0.001165	0.003060	0.022592	0.000829	0.000106	0.000315	97.027832	1.914832	1.057336	0.978391	0.021015	0.000594	314.573281	48.551739	9.021577	0.260781	0.005146	0.002842	0.059154	0.021854	0.081008	0.6974	0.587400	0.110000
Cliq_2	8.000000	8000	False	PA	3HopRnd	False	0.003966	0.001184	0.009234	0.022350	0.000292	0.006951	0.000251	33.050232	66.107724	0.842044	0.333333	0.666667	0.000000	304.540347	25.589281	9.026394	0.088926	0.177871	0.002266	0.080000	0.160000	0.240000	0.8521	0.581100	0.271000
Rep_2	8.000000	8000	False	PA	3HopRnd	False	0.003925	0.001179	0.003035	0.022648	0.000850	0.000002	0.000335	98.868130	0.000000	1.131870	0.999347	0.000000	0.000653	313.108915	0.000000	9.095149	0.266143	0.000000	0.003047	0.080000	0.000000	0.080000	0.6985	0.588800	0.109700
Coll_2	8.000000	8000	False	PA	3HopRnd	False	0.003958	0.001185	0.003107	0.022478	0.000846	0.000054	0.000317	98.765463	0.167580	1.066957	0.997467	0.001940	0.000594	314.148650	8.350831	9.057078	0.265770	0.000451	0.002871	0.079010	0.002997	0.082008	0.6961	0.584400	0.111700
Cliq_2	10.000000	8000	False	PA	3HopRnd	False	0.003935	0.001171	0.009317	0.022271	0.000292	0.006961	0.000234	33.071009	66.152898	0.776093	0.333333	0.666667	0.000000	304.975118	25.590399	8.930956	0.089053	0.178135	0.002090	0.100000	0.200000	0.300000	0.8519	0.579100	0.272800
Rep_2	10.000000	8000	False	PA	3HopRnd	False	0.003941	0.001162	0.002930	0.022710	0.000851	0.000002	0.000300	98.983334	0.000000	1.016666	1.000000	0.000000	0.000000	312.832789	0.000000	9.114583	0.266221	0.000000	0.002734	0.100000	0.000000	0.100000	0.6969	0.590400	0.106500
Coll_2	10.000000	8000	False	PA	3HopRnd	False	0.003927	0.001171	0.002993	0.022583	0.000850	0.000022	0.000316	98.937289	0.000000	1.062711	0.999406	-0.000000	0.000594	313.396140	0.000000	9.054836	0.266387	0.000000	0.002861	0.081024	0.000000	0.081024	0.6956	0.587200	0.108400
Cliq_2	15.000000	8000	False	PA	3HopRnd	False	0.003920	0.001181	0.009017	0.022357	0.000293	0.006961	0.000172	33.154031	66.293523	0.552446	0.333333	0.666667	0.000000	304.034236	25.588996	8.630087	0.089082	0.178125	0.001484	0.150000	0.300000	0.450000	0.8466	0.581300	0.265300
Rep_2	15.000000	8000	False	PA	3HopRnd	False	0.003934	0.001187	0.002846	0.022550	0.000854	0.000002	0.000258	99.140401	0.000000	0.859599	1.000000	0.000000	0.000000	312.568611	0.000000	8.970749	0.266934	0.000000	0.002314	0.150000	0.000000	0.150000	0.6913	0.586300	0.105000
Coll_2	15.000000	8000	False	PA	3HopRnd	False	0.003945	0.001179	0.003073	0.022647	0.000848	0.000025	0.000316	98.935620	0.000009	1.064371	0.999406	0.000000	0.000594	313.640062	0.000969	9.054836	0.265967	0.000000	0.002861	0.081008	0.000000	0.081008	0.6994	0.588800	0.110600
Cliq_2	25.000000	8000	False	PA	3HopRnd	False	0.003969	0.001193	0.009005	0.022550	0.000300	0.006993	0.000083	33.256750	66.517825	0.225425	0.333333	0.666667	0.000000	298.206520	25.587809	7.306064	0.089462	0.178936	0.000606	0.250000	0.500000	0.750000	0.8516	0.586300	0.265300
Rep_2	25.000000	8000	False	PA	3HopRnd	False	0.003928	0.001190	0.002793	0.022699	0.000855	0.000002	0.000251	99.162892	0.000000	0.837108	1.000000	0.000000	0.000000	312.545687	0.000000	8.987488	0.267227	0.000000	0.002256	0.250000	0.000000	0.250000	0.6939	0.590200	0.103700
Coll_2	25.000000	8000	False	PA	3HopRnd	False	0.003937	0.001186	0.003052	0.022643	0.000850	0.000021	0.000322	98.916392	0.000000	1.083608	0.999406	-0.000000	0.000594	313.579963	0.000000	9.068080	0.266543	0.000000	0.002920	0.081064	0.000000	0.081064	0.6990	0.588700	0.110300
Cliq_2	35.000000	8000	False	PA	3HopRnd	False	0.003909	0.001167	0.008872	0.022211	0.000306	0.007024	0.000001	33.332126	66.667874	0.000000	0.333333	0.666667	0.000000	293.670854	25.588885	0.000000	0.089863	0.179736	0.000000	0.333333	0.666667	1.000000	0.8386	0.577500	0.261100
Rep_2	35.000000	8000	False	PA	3HopRnd	False	0.003941	0.001174	0.002740	0.022587	0.000861	0.000002	0.000203	99.335994	0.000000	0.664006	1.000000	0.000000	0.000000	310.515117	0.000000	8.803494	0.267354	0.000000	0.001787	0.350000	0.000000	0.350000	0.6892	0.587300	0.101900
Coll_2	35.000000	8000	False	PA	3HopRnd	False	0.003934	0.001181	0.002577	0.022556	0.000866	0.000099	0.000063	99.231925	0.617015	0.151060	0.999526	0.000392	0.000082	308.309350	16.769255	6.451531	0.266996	0.001660	0.000406	0.349003	0.523998	0.873001	0.6843	0.586500	0.097800
Cliq_2	45.000000	8000	False	PA	3HopRnd	False	0.003897	0.001180	0.008805	0.022483	0.000306	0.007006	0.000001	33.329699	66.670301	0.000000	0.333333	0.666667	0.000000	292.713440	25.573783	0.000000	0.089570	0.179170	0.000000	0.333333	0.666667	1.000000	0.8443	0.584600	0.259700
Rep_2	45.000000	8000	False	PA	3HopRnd	False	0.003912	0.001182	0.002760	0.022534	0.000862	0.000002	0.000172	99.443231	0.000000	0.556769	1.000000	0.000000	0.000000	309.588439	0.000000	8.686864	0.266865	0.000000	0.001494	0.450000	0.000000	0.450000	0.6885	0.585900	0.102600
Coll_2	45.000000	8000	False	PA	3HopRnd	False	0.003956	0.001179	0.002491	0.022666	0.000873	0.000100	0.000001	99.360883	0.639117	0.000000	0.999644	0.000356	0.000000	306.079074	17.187500	0.000000	0.267207	0.001719	0.000000	0.449005	0.550995	1.000000	0.6849	0.589300	0.095600
Cliq_2	50.000000	8000	False	PA	3HopRnd	False	0.003904	0.001176	0.008919	0.022441	0.000307	0.007017	0.000001	33.333333	66.666667	0.000000	0.333333	0.666667	0.000000	292.300743	25.576836	0.000000	0.089736	0.179473	0.000000	0.333333	0.666667	1.000000	0.8461	0.583500	0.262600
Rep_2	50.000000	8000	False	PA	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	1.000000	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	0.500000	0.000000	0.500000	nan	nan	nan
Coll_2	50.000000	8000	False	PA	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.999676	0.000324	0.000000	nan	nan	nan	nan	0.000000	nan	0.499004	0.500996	1.000000	nan	nan	nan
Cliq_2	0	8000	False	PA_U	3HopRnd	False	0.015932	0.004366	0.121163	0.187462	0	0	0.121163	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.573880	0.000000	0.000000	1.160000	0	0	0	8.1379	4.874000	3.263900
Rep_2	0	8000	False	PA_U	3HopRnd	False	0.015954	0.004330	0.121119	0.187000	0	0	0.121119	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.494794	0.000000	0.000000	1.150000	0	0	0	8.1238	4.862000	3.261800
Coll_2	0	8000	False	PA_U	3HopRnd	False	0.015988	0.004354	0.121083	0.188397	0	0	0.121083	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.497617	0.000000	0.000000	1.150000	0	0	0	8.1598	4.898300	3.261500
Cliq_2	1.000000	8000	False	PA_U	3HopRnd	False	0.015957	0.004342	0.121116	0.051938	0.000768	0.018739	0.045258	20.478940	41.800272	37.720788	0.209259	0.418519	0.372222	306.650798	25.652549	9.584804	0.235508	0.480703	0.433789	0.010000	0.020000	0.030000	4.6124	1.350400	3.262000
Rep_2	1.000000	8000	False	PA_U	3HopRnd	False	0.015992	0.004344	0.176232	0.052386	0.001247	0.000003	0.079701	33.678668	0.000000	66.321332	0.340396	0.000000	0.659604	310.589164	0.000000	9.569457	0.387305	0.000000	0.762695	0.010000	0.000000	0.010000	6.0571	1.362000	4.695100
Coll_2	1.000000	8000	False	PA_U	3HopRnd	False	0.016061	0.004332	0.108686	0.052015	0.000688	0.006345	0.045399	18.222656	43.935971	37.841372	0.186816	0.439868	0.373316	304.593818	79.631784	9.585581	0.209561	0.505264	0.435176	0.009966	0.019981	0.029947	4.2910	1.352400	2.938600
Cliq_2	2.000000	8000	False	PA_U	3HopRnd	False	0.015969	0.004343	0.083257	0.051925	0.000968	0.023739	0.025069	26.086107	52.980639	20.933254	0.265644	0.531288	0.203069	309.907267	25.665670	9.602793	0.299990	0.609277	0.240732	0.020000	0.040000	0.060000	3.6278	1.350100	2.277700
Rep_2	2.000000	8000	False	PA_U	3HopRnd	False	0.015967	0.004338	0.131306	0.052346	0.001877	0.000002	0.058273	51.486923	0.000000	48.513077	0.518280	0.000000	0.481720	315.449978	0.000000	9.573909	0.592100	0.000000	0.557900	0.020000	0.000000	0.020000	4.8879	1.361000	3.526900
Coll_2	2.000000	8000	False	PA_U	3HopRnd	False	0.015998	0.004368	0.067559	0.052348	0.000893	0.007037	0.025580	24.006454	54.629755	21.363791	0.244814	0.547745	0.207441	309.153660	89.276991	9.604519	0.276074	0.628242	0.245684	0.019983	0.038888	0.058870	3.2312	1.361000	1.870200
Cliq_2	3.000000	8000	False	PA_U	3HopRnd	False	0.016033	0.004339	0.066179	0.051907	0.001060	0.026020	0.015898	28.609885	58.089334	13.300781	0.291563	0.583126	0.125312	310.390256	25.673610	9.621272	0.329014	0.668027	0.152959	0.030000	0.060000	0.090000	3.1832	1.349600	1.833600
Rep_2	3.000000	8000	False	PA_U	3HopRnd	False	0.015991	0.004360	0.103847	0.052320	0.002263	0.000002	0.045204	62.319973	0.000000	37.680027	0.627753	0.000000	0.372247	316.694515	0.000000	9.585884	0.716680	0.000000	0.433320	0.030000	0.000000	0.030000	4.1738	1.360300	2.813500
Coll_2	3.000000	8000	False	PA_U	3HopRnd	False	0.015991	0.004340	0.049243	0.052302	0.000939	0.007680	0.016615	25.822501	60.416386	13.761113	0.257516	0.611310	0.131174	319.000017	91.253916	9.607518	0.299541	0.700830	0.159629	0.029888	0.057505	0.087394	2.7531	1.359800	1.393300
Cliq_2	4.000000	8000	False	PA_U	3HopRnd	False	0.016015	0.004333	0.056607	0.051875	0.001109	0.027253	0.010825	30.101053	60.838145	9.060802	0.306122	0.612243	0.081635	312.138962	25.671987	9.625794	0.346162	0.699639	0.104199	0.040000	0.080000	0.120000	2.9334	1.348800	1.584600
Rep_2	4.000000	8000	False	PA_U	3HopRnd	False	0.015984	0.004336	0.084923	0.052258	0.002530	0.000002	0.036373	69.916824	0.000000	30.083176	0.702297	0.000000	0.297703	320.567255	0.000000	9.594063	0.811035	0.000000	0.348965	0.040000	0.000000	0.040000	3.6796	1.358700	2.320900
Coll_2	4.000000	8000	False	PA_U	3HopRnd	False	0.015985	0.004327	0.038124	0.052390	0.000872	0.008415	0.011150	23.477412	67.190897	9.331692	0.239723	0.675662	0.084615	309.621828	91.823567	9.624615	0.269990	0.772695	0.107314	0.039888	0.077654	0.117541	2.4660	1.362100	1.103900
Cliq_2	6.000000	8000	False	PA_U	3HopRnd	False	0.015965	0.004359	0.047101	0.052013	0.001162	0.028529	0.005746	31.472486	63.700747	4.826766	0.321001	0.642003	0.036996	311.474693	25.677682	9.660253	0.361934	0.732559	0.055508	0.060000	0.120000	0.180000	2.6904	1.352300	1.338100
Rep_2	6.000000	8000	False	PA_U	3HopRnd	False	0.015983	0.004360	0.061352	0.052413	0.002864	0.000003	0.024965	79.151664	0.000000	20.848336	0.796932	0.000000	0.203068	317.822675	0.000000	9.603680	0.910244	0.000000	0.239756	0.060000	0.000000	0.060000	3.0714	1.362700	1.708700
Coll_2	6.000000	8000	False	PA_U	3HopRnd	False	0.015989	0.004340	0.027837	0.052100	0.001884	0.005319	0.007280	51.811311	42.094090	6.094599	0.523757	0.425627	0.050616	316.258003	91.009970	9.627458	0.595830	0.484082	0.070088	0.059749	0.096104	0.155853	2.1913	1.354600	0.836700
Cliq_2	8.000000	8000	False	PA_U	3HopRnd	False	0.015965	0.004336	0.042662	0.052006	0.001185	0.029106	0.003387	32.164572	64.984715	2.850713	0.328088	0.656176	0.015736	312.145636	25.675951	9.679127	0.369893	0.747324	0.032783	0.080000	0.160000	0.240000	2.5742	1.352100	1.222100
Rep_2	8.000000	8000	False	PA_U	3HopRnd	False	0.015981	0.004341	0.047324	0.052338	0.003069	0.000003	0.018276	84.715523	0.000000	15.284477	0.853972	0.000000	0.146028	317.441680	0.000000	9.617612	0.974229	0.000000	0.175771	0.080000	0.000000	0.080000	2.7042	1.360800	1.343400
Coll_2	8.000000	8000	False	PA_U	3HopRnd	False	0.015988	0.004338	0.021628	0.052357	0.002202	0.004478	0.004585	60.741338	35.413553	3.845109	0.613482	0.359814	0.026703	317.223157	90.945927	9.644220	0.698525	0.407256	0.044219	0.079918	0.124248	0.204166	2.0365	1.361300	0.675200
Cliq_2	10.000000	8000	False	PA_U	3HopRnd	False	0.015980	0.004337	0.040678	0.051925	0.001197	0.029381	0.002304	32.469429	65.594429	1.936141	0.331363	0.662726	0.005911	311.945228	25.674277	9.663900	0.373398	0.754336	0.022266	0.100000	0.200000	0.300000	2.5206	1.350100	1.170500
Rep_2	10.000000	8000	False	PA_U	3HopRnd	False	0.015957	0.004340	0.037957	0.052535	0.003203	0.000003	0.013922	88.354280	0.000000	11.645720	0.891826	0.000000	0.108174	317.225794	0.000000	9.619723	1.016074	0.000000	0.133926	0.100000	0.000000	0.100000	2.4658	1.365900	1.099900
Coll_2	10.000000	8000	False	PA_U	3HopRnd	False	0.015976	0.004334	0.018314	0.052198	0.002589	0.003273	0.003437	71.576087	25.529042	2.894871	0.722756	0.261067	0.016177	317.931634	89.698743	9.686068	0.823125	0.293584	0.033291	0.099899	0.138983	0.238883	1.9462	1.357200	0.589000
Cliq_2	15.000000	8000	False	PA_U	3HopRnd	False	0.016004	0.004344	0.039052	0.051977	0.001208	0.029619	0.001501	33.172818	65.568595	1.258587	0.333333	0.666667	0.000000	318.546927	25.679317	9.726589	0.384805	0.760596	0.014600	0.150000	0.300000	0.450000	2.4798	1.351400	1.128400
Rep_2	15.000000	8000	False	PA_U	3HopRnd	False	0.015954	0.004337	0.025063	0.052337	0.003403	0.000002	0.007769	93.550478	0.000000	6.449522	0.945312	0.000000	0.054688	318.890845	0.000000	9.629869	1.085186	0.000000	0.074814	0.150000	0.000000	0.150000	2.1253	1.360800	0.764500
Coll_2	15.000000	8000	False	PA_U	3HopRnd	False	0.015975	0.004340	0.013620	0.052347	0.003006	0.002002	0.001652	83.032439	15.590183	1.377378	0.837916	0.161983	0.000100	317.655704	89.554001	9.588283	0.954873	0.179287	0.015840	0.149280	0.189589	0.338869	1.8281	1.361000	0.467100
Cliq_2	25.000000	8000	False	PA_U	3HopRnd	False	0.015993	0.004348	0.038137	0.052034	0.001219	0.029747	0.000957	32.777683	66.420686	0.801630	0.333333	0.666667	0.000000	309.223429	25.677813	9.632968	0.376943	0.763838	0.009219	0.250000	0.500000	0.750000	2.4577	1.352900	1.104800
Rep_2	25.000000	8000	False	PA_U	3HopRnd	False	0.015973	0.004332	0.015313	0.052451	0.003576	0.000002	0.003140	97.350543	0.000000	2.649457	0.986525	0.000000	0.013475	313.068023	0.000000	9.703424	1.119531	0.000000	0.030469	0.250000	0.000000	0.250000	1.8746	1.363700	0.510900
Coll_2	25.000000	8000	False	PA_U	3HopRnd	False	0.015952	0.004352	0.012537	0.052382	0.003552	0.000296	0.001654	96.807914	1.809613	1.382473	0.980401	0.019499	0.000100	313.426525	70.305902	9.612115	1.113291	0.020811	0.015898	0.249847	0.089990	0.339837	1.8011	1.361900	0.439200
Cliq_2	35.000000	8000	False	PA_U	3HopRnd	False	0.015977	0.004337	0.036607	0.052085	0.001238	0.030044	0.000001	33.092731	66.907269	0.000000	0.333333	0.666667	0.000000	307.404205	25.610225	0.000000	0.380566	0.769434	0.000000	0.333333	0.666667	1.000000	2.4189	1.354200	1.064700
Rep_2	35.000000	8000	False	PA_U	3HopRnd	False	0.015951	0.004350	0.012237	0.052371	0.003639	0.000002	0.001620	98.643852	0.000000	1.356148	1.000000	0.000000	0.000000	311.735174	0.000000	9.626977	1.134404	0.000000	0.015596	0.350000	0.000000	0.350000	1.7930	1.361600	0.431400
Coll_2	35.000000	8000	False	PA_U	3HopRnd	False	0.015938	0.004352	0.012334	0.052414	0.003633	0.000026	0.001667	98.609035	0.000000	1.390965	0.999900	0.000000	0.000100	312.139804	0.000000	9.595737	1.134004	0.000000	0.015996	0.339006	0.000000	0.339006	1.7968	1.362800	0.434000
Cliq_2	40.000000	8000	False	PA_U	3HopRnd	False	0.015949	0.004334	0.036495	0.052144	0.001239	0.029989	0.000001	33.613955	66.386045	0.000000	0.333333	0.666667	0.000000	314.706921	25.678686	0.000000	0.389922	0.770078	0.000000	0.333333	0.666667	1.000000	2.4175	1.355800	1.061700
Rep_2	40.000000	8000	False	PA_U	3HopRnd	False	0.015958	0.004331	0.011934	0.052556	0.003644	0.000002	0.001488	98.741508	0.000000	1.258492	1.000000	0.000000	0.000000	311.615627	0.000000	9.726247	1.135527	0.000000	0.014473	0.400000	0.000000	0.400000	1.7895	1.366500	0.423000
Coll_2	40.000000	8000	False	PA_U	3HopRnd	False	0.015964	0.004336	0.011996	0.052500	0.003644	0.000050	0.001504	98.734390	0.008816	1.256793	0.999909	0.000001	0.000091	311.593164	2.027702	9.609791	1.135445	0.000101	0.014453	0.398919	0.004000	0.402919	1.7898	1.365000	0.424800
Cliq_2	0	8000	False	UK	3HopRnd	False	0.002691	0.001144	0.048597	0.060860	0	0	0.048597	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.210732	0.000000	0.000000	0.496211	0	0	0	2.3228	1.278100	1.044700
Rep_2	0	8000	False	UK	3HopRnd	False	0.002717	0.001137	0.048562	0.061012	0	0	0.048562	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.214069	0.000000	0.000000	0.496016	0	0	0	2.3251	1.281300	1.043800
Coll_2	0	8000	False	UK	3HopRnd	False	0.002689	0.001153	0.048451	0.061068	0	0	0.048451	0.000000	0.000000	100.000000	None	None	None	nan	nan	10.213887	0.000000	0.000000	0.494873	0	0	0	2.3242	1.282400	1.041800
Cliq_2	1.000000	8000	False	UK	3HopRnd	False	0.002673	0.001128	0.061887	0.021839	0.000207	0.004631	0.031227	11.912109	23.816356	64.271536	0.122736	0.245472	0.631792	285.939387	25.553842	10.226902	0.059189	0.118340	0.319355	0.010000	0.020000	0.030000	1.7820	0.458600	1.323400
Rep_2	1.000000	8000	False	UK	3HopRnd	False	0.002690	0.001140	0.072392	0.022027	0.000320	0.000003	0.039598	18.498891	0.000000	81.501109	0.193569	0.000000	0.806431	287.628174	0.000000	10.240613	0.092041	0.000000	0.405508	0.010000	0.000000	0.010000	2.0069	0.462600	1.544300
Coll_2	1.000000	8000	False	UK	3HopRnd	False	0.002694	0.001132	0.058822	0.022196	0.000193	0.001546	0.031306	11.035567	24.525447	64.438986	0.113151	0.253939	0.632910	284.164508	78.838788	10.229481	0.054844	0.121885	0.320244	0.009843	0.019998	0.029842	1.7252	0.466100	1.259100
Cliq_2	2.000000	8000	False	UK	3HopRnd	False	0.002665	0.001128	0.051169	0.021710	0.000287	0.006519	0.024050	16.824897	33.651763	49.523341	0.173429	0.346857	0.479714	290.654943	25.593757	10.209443	0.083418	0.166846	0.245537	0.020000	0.040000	0.060000	1.5542	0.455900	1.098300
Rep_2	2.000000	8000	False	UK	3HopRnd	False	0.002722	0.001126	0.063823	0.022119	0.000481	0.000003	0.034596	28.679639	0.000000	71.320361	0.294334	0.000000	0.705666	295.953255	0.000000	10.232510	0.142354	0.000000	0.354004	0.020000	0.000000	0.020000	1.8285	0.464500	1.364000
Coll_2	2.000000	8000	False	UK	3HopRnd	False	0.002670	0.001133	0.046725	0.022133	0.000266	0.002093	0.024133	15.541191	34.870425	49.588384	0.159360	0.360650	0.479990	290.398849	82.809514	10.213177	0.077246	0.173320	0.246475	0.019996	0.039976	0.059973	1.4699	0.464800	1.005100
Cliq_2	3.000000	8000	False	UK	3HopRnd	False	0.002699	0.001124	0.044029	0.021797	0.000339	0.007763	0.019503	19.998428	39.981141	40.020431	0.207723	0.415446	0.376831	293.256822	25.602216	10.200754	0.099414	0.198750	0.198945	0.030000	0.060000	0.090000	1.4060	0.457700	0.948300
Rep_2	3.000000	8000	False	UK	3HopRnd	False	0.002657	0.001126	0.057583	0.022124	0.000595	0.000003	0.031250	35.638832	0.000000	64.361168	0.368259	0.000000	0.631741	297.350972	0.000000	10.224375	0.176924	0.000000	0.319512	0.030000	0.000000	0.030000	1.6976	0.464600	1.233000
